prediction,goldlabel,questions,passages_len
3 juillet 1887,Le 3 juillet 1887,question: Quand l'assemblee nationale bulgare elit-elle le souverain ? </s>,1
"de 2,3 à 1,4 millions d'années avant","de 2,3 à 1,4 millions d'années avant",question: On retrouve la presence du Paranthropus a quelle epoque ? </s>,1
Peter Stuyvesant,Peter Stuyvesant,question: Qui est le directeur general de la nouvelle Amsterdam ? </s>,2
Philippe Mowbray,Philippe Mowbray,question: Qui defend le chateau assiege par la famille royale ecossaise au debut du 14eme siecle? </s>,1
Il est aussi intéressant de voir le changement de comportement des Européen,Il est aussi intéressant de voir le changement de comportement des Européen,question: Les Europeens ont-ils toujours reagi de la meme facon pour se proteger du soleil dans les zones tropicales ? </s>,1
80 018,80 018,question: Combien de spectateurs peut accueillir le stade Giuseppe-Meazza ? </s>,1
au niveau régional,au niveau régional,question: A quelle granularite geographique le systeme Nielsen Bookscan peut il fournir une liste precise des ventes ? </s>,1
"jaune orangé, bleu et vert","jaune orangé, bleu et vert",question: Quelles sont les couleurs du drapeau bresilien ? </s>,1
David Stern,David Stern,question: Qui voulait changer le systeme de la NBDL ? </s>,2
par des références Teinte Saturation Luminosité,par des références Teinte Saturation Luminosité,question: Quelle est la derniere methode citee dans le texte pour specifier une couleur ? </s>,1
milieu,milieu,question: En quelle position jouait Malatrasi ? </s>,2
François Grosdidier,François Grosdidier,question: Quel parlementaire francais a contribue au financement de l'etude ? </s>,1
Peter Post,Peter Post,question: Qui gagne la course Paris-roubaix ? </s>,1
roches clastiques,roches clastiques,question: De quoi la couche sedimentaire est elle composee? </s>,1
divisé en trois grandes régions,Regnum Francorum,"question: Comment evolua le territoire du ""Regnum Francorum""? </s>",2
en partie à cause du statut de Coco Chanel et,en partie à cause du statut de Coco Chanel et,question: Qu'est ce qui est a l'origine d'une peau pigmentee par le soleil comme attribut de mode ? </s>,1
venger,venger l'affront qui avait été fait au,question: Quelle etait le grief de la Bangkok  vis-a-vis de Paris au debut de la seconde guerre mondiale? </s>,1
cour d'appel,cour d'appel,question: Quelle cour confirme la decision de la Cour supreme ? </s>,2
résistance du train d’artillerie,la résistance du train d’artillerie,question: Quelle action de retardement fut effectuee par l'armee Vendeenne pour retarder l'avancee republicaine? </s>,1
Aucun,Aucun,question: Quel est le domaine de l'art qui echappe a l'Afrique </s>,2
Madame de Montespan,Madame de Montespan l'invite à la,question: Qui introduit Madame de Maintenon a la cour ? </s>,1
Benazir Bhutto,Benazir Bhutto,question: Qui etait le Premier ministre de Farooq Leghari? </s>,2
Nice Boys (Don't Play Rock N' Roll,Nice Boys (Don't Play Rock N' Roll,question: a quel PWG fenix gagne le le championnat? </s>,2
alliance nouvelle,allégresse,question: Quel est le sentiment eprouve par quelqu'un qui manifeste une joie intense ? </s>,1
champion du monde juniors,champion du monde juniors,question: Quel titre obtient Florian Schillinger en 2002 et 2005 ? </s>,1
francophone,francophone,question: Quelle langue parle la population presente au Canada lors de la guerre d'independance americaine ? </s>,2
80,80,question: Combien de personnes accompagnent De Mons ? </s>,1
lauréat du concours général,lauréat du concours général,question: Quelle distinction Ernest-Charles Lasegue a-t-il obtenu au lycee ? </s>,1
le révérend Jonas Michaelius,le révérend Jonas Michaelius,question: Qui est le 1er pasteur ? </s>,1
British Museum de Londres,British Museum de Londres,question: A quel musee anglais compare-t-on le musee Pouchkine ? </s>,1
"ils en diffusent les spores, ce","ils en diffusent les spores, ce",question: Quel role jouent les animaux pour les Elaphomyces ? </s>,2
"Estonie, et l'Allemagne du Nord","Estonie, et l'Allemagne du Nord",question: quels pays sont conquis ? </s>,1
J'espère mourir en défendant votre drapeau,J'espère mourir en défendant votre drapeau,question: Quel sort souhaite M. de Marigny? </s>,1
20 000 hommes,20 000 hommes,question: Quelle est la taille de l'armee ottomane qu'affrontent les forces de Paskevitch le 2 juillet 1829? </s>,1
Mike Conway,Mike Conway,question: Quel pilote a te le plus rapide pendant les essais </s>,1
32 cm,32 cm,question: Quelle est la taille des tortues d'amerique du sud ? </s>,1
le Tami,le Tami,question: Quel est le nouveau parti politique d'extreme droite en 1981 ? </s>,2
néo-roman,néo-roman,question: De quel style est l’eglise ? </s>,1
"0 %, 20 %, 40 %, 40","0 %, 20 %, 40 %, 60",question: Quelles sont les six intensites de couleurs possible ? </s>,1
Le guet-apens de Bayonne,Le guet-apens de Bayonne,question: Quel fut l'evenement catalyseur du soulevement general ? </s>,1
l'océan Atlantique à l'est jusqu,de l'océan Atlantique à l'est,question: Quel territoire occupe le canada ? </s>,1
université,université,question: A quoi est rattache l'IEP de Bordeaux ? </s>,1
le bruit de la prochaine suppression des Chambres de l’édit,le bruit de la prochaine suppression des Chambres de l’édit,question: Quelle rumeur se propage ? </s>,1
observer le peuple israélite avant le franchiss,observer le peuple israélite avant le franchiss,question: Que font Balaq et Baalam sur le mont Pisga ? </s>,1
en une fois et remboursables,en une fois et remboursables,question: Quelles sont les modalites de versement des prets bancaires ? </s>,1
"les mesures d'urgence prises par le gouvernement,",déconcentration des décisions,question: Quelles sont les revendications des elus mahorais ? </s>,1
1964,1964,question: Quand l'Inter a-t-elle remporte sa premiere Coupe intercontinentale ? </s>,2
Afrique est un continent qui couvre 6 % de la surface,Afrique est un continent qui couvre 6 % de la surface,question: quel continent represente 6%  Terre </s>,2
Alert (Nunavut,Alert (Nunavut,question: Quelle est la ville la plus au nord au canada ? </s>,1
Bogny-sur-Meuse,Bogny-sur-Meuse,question: Ou se situe l'association mineralogique ? </s>,2
les musulmans,les musulmans,question: Qui n'utilise pas le calcul astronomique pour connaitre le commencement du mois ? </s>,2
"méthode scientifique, à la fois expérimentale et","méthode scientifique, à la fois expérimentale et",question: Qu’a inaugure Antoine Lavoisier ? </s>,1
"Avize, Cramant, Cuis et Grauve","Avize, Cramant, Cuis et Grauve",question: Quels sont les petites villes qui entourent la cote des blancs ? </s>,1
2005,2005,question: Quand integre t il l equipe </s>,2
blanche ou grisâtre,la face ventrale est blanche ou grisâtre,question: De quelle couleur est le ventre de l'adulte ? </s>,1
Apis,Apis,question: quel est le genre des abeilles qui produisent du miel </s>,2
en libero,en libero,question: En quelle position Alberto Fini fait il evoluer Ivano Blason ? </s>,1
La Tour de la Parade est un lieu de conférences,La Tour de la Parade est un lieu de conférences,question: A quoi sert la tour de la parade? </s>,1
la population de la ville avait été évacuée,La ville fut prise par les Vendéens le matin du,question: Quel est la caracteristique de la premiere partie de la bataille? </s>,1
la tapenade provençale,la tapenade provençale,"question: Parmis les 8 premiers plats enumeres en exemple, lequel contient du poisson plutot que de la viande ou de la volaille? </s>",1
Gascogne,la Gascogne,question: Quelle ancienne province de France a abrite la communaute hebraique espagnole et portugaise ? </s>,1
le général Michel Jorant,le général Michel Jorant,question: Qui a ete le dernier a diriger la Direction de la securite militaire ? </s>,1
Presles,Presles,question: Dans quelle ville est organisee la premiere fete de Lutte ouvriere ? </s>,2
Les prêtres espagnols,Les prêtres espagnols,question: Quels etaient les principaux instigateurs de l'insurrection populaire? </s>,1
Attilio Giovannini,Attilio Giovannini,question: Quel joueur rejoint le FC Internazionale Milano en defense ? </s>,1
chamans,chamans,question: Que faisaient les berdaches? </s>,2
en akkadien,en akkadien,question: En quelle langue sont les tablettes provenant des sanctuaires d'Uruk et de Babylone ? </s>,2
Environ 65 000 personnes,Environ 65 000 personnes,question: Combien de personnes perirent au Strutthof ? </s>,1
colonel de l'armée des États-Unis,colonel de l'armée des États-Unis,question: Quel etait le role d'Edward Dickinson Baker pendant la guerre americano-mexicaine ? </s>,1
valeur brute moins l’énergie dépensée,temps de manipulation,question: Quel est le denominateur de la valeur energetique nette ? </s>,1
troisième,troisième,question: Quel est le classement de l'Exelsior AC en 1930-31 ? </s>,1
fusion,fusion des pouvoirs exécutifs,question: Comment s'organise le pouvoirs executif ? </s>,1
Le budget royal et les impositions,Le budget royal et les impositions,question: Qu’est ce qui connait une nouvelle phase de developpement de 1630 a 1700? </s>,1
"La Guadeloupe, la Guyane, la Martinique","La Guadeloupe, la Guyane, la Martinique",question: Quels sont les cinq departements d'outre-mer ? </s>,1
les Ottomans,les Ottomans,question: Contre quel ennemi les Ouled Daoud ont ils proteger leur territoire ? </s>,2
de graves problèmes de communication avec les joueurs,de graves problèmes de communication avec les joueurs,question: Quelles sont les consequences de la confirmation de l'idole interiste comme unique entraineur ? </s>,1
autant pour la transcription des protéines virales que pour la,autant pour la transcription des protéines virales que pour la,question: Quels sont les fonctions du genome du virus ? </s>,1
champagnes prisés,champagnes prisés,question: Qu'engendre la cote des blancs ? </s>,1
Wellington,Wellington,question: Qui dirigea les forces combattantes opposes a Napoleon pour porter la guerre dans l'hexagone ? </s>,1
PCF,PCF,question: Avec quel parti politique LO s'est il associe en 1995 ? </s>,2
George Soros,George Soros,question: Qui a cree l'universite d'Europe centrale ? </s>,2
Three-Way Tag Team Match,Three-Way Tag Team Match,question: A quel type de match Los Gueros de Cielo participent-ils en 2014? </s>,2
Sous le règne de Louis VI,Sous le règne de Louis VI,question: A quelle epoque la vision du royaume change-t-elle ? </s>,1
aussi ridicule que le personnage,aussi ridicule que le personnage,question: Comment le tsar juge-t-il la candidature de Ferdinand ? </s>,1
la ville de Chicago et ses banlieues,la ville de Chicago et ses banlieues,question: de quoi est constitue le grand chicago </s>,2
Le latex caustique permettrait l'ouverture de,Le latex caustique permettrait l'ouverture de,question: Quelle serait la cause de cette utilisation ? </s>,1
la rupture causée par le Péché originel,la rupture causée par le Péché originel,question: Quel evenement a provoque la presence d'un representant humain de Dieu sur terre ? </s>,1
famine,famine,question: Quelle etait la principale cause de deces du peuple algerien pendant la conquete de l'Algerie ? </s>,1
à l'école centrale du parti,l'école centrale du parti,question: Ou Jean est-il professeur ? </s>,1
Alionouchka,Alionouchka,question: Qui avertit Ivanouchka de ne pas boire l'eau ? </s>,2
"Balmoral Castle on sale, Munlochy bridge, The miller","Balmoral Castle on sale, Munlochy bridge, The miller",question: Quels sont les noms des danses qui composent les Harpes du Nouvel Age ? </s>,1
armée de résistance du Seigneur,armée de résistance du Seigneur,question: Quel groupe menait une guerilla en Ouganda en 2005 ? </s>,1
France,La France,question: Envers quel pays le Mexique a-t-il une dette ? </s>,2
au commerce avec l'Afrique,au commerce avec l'Afrique,question: A quoi le royaume d'Awsan doit il son essor ? </s>,2
1585,1585,question: Quand est parue la pre?miere oeuvre connue de Gesualdo </s>,2
aux femmes et aux filles ayant immigré,aux femmes et aux filles ayant immigré,question: que designe l'expression filles du roi ? </s>,1
Springfield,Springfield,question: Ou est l'equipe de l'Arsenal ? </s>,2
Il évacue l'île de Saint-Do,Il évacue l'île de Saint-Do,question: Quelle est la consequence tragique de la defaite du general de Rochambeau pour ses compatriotes? </s>,1
États-Unis,États-Unis,question: A quel pays la Chine se compare-t-elle en termes de quantite d'eau disponible ? </s>,1
Les distributeurs,Les distributeurs,question: Quel type de societe a un systeme comme Amazon.com ? </s>,2
la Biélorussie,la Biélorussie,question: Contre quelle equipe le Canada joue-t-il en demi-finale ? </s>,1
"Atlantique, la Manche, la mer du Nord","Atlantique, la Manche, la mer du Nord",question: Quelles sont les facades maritimes de la france? </s>,1
Voldemort,Voldemort,question: Qui commandite le meurtre de Cedric? </s>,1
la médaille d'or,une série au meilleur des trois matchs,question: Comment est determine le vainqueur de la finale ? </s>,1
Le général Burgoyne était censé envoyer,Le général Burgoyne était censé envoyer,question: Pourquoi Burgoyne s'interessait-il au fort Ticonderoga ? </s>,1
juillet 1647,juillet 1647,question: Quand Francoise rentre-t-elle en France ? </s>,1
lieu de naissance étant incertain,dettes,question: Pourquoi le pere de Francoise etait-il emprisonne ? </s>,1
membres du clergé,membres du clergé,question: De quel corps fait partie le cardinal ? </s>,1
José Mara López,José Mara López,question: qui etait le coequipier de Kamui Kobayashi </s>,1
Orléans,Orléans,question: Quelle etape gagne stablinski ? </s>,1
Old North,église Old North,question: De quelle eglise provient la cloche d’Amsterdam ? </s>,1
Il n'a jamais accusé d'avoir maltra,On ne l'a jamais accusé d',question: Le Maharashi etait-il pedophile ? </s>,1
le 9 août,le 9 août,question: Quand Ferdinand quitte-t-il Ebenthal ? </s>,1
dans le sous-sol,dans le sous-sol,question: Ou se trouve le restaurant de la Nouvelle Bourse ? </s>,2
13 octobre 1938,13 octobre 1938,question: Quand a lieu l'accident de Doris Day ? </s>,1
Madame de Sévigné,Madame de Sévigné,question: A quelle personne Saint Simon prete la qualite de sprezzatura? </s>,1
rendre aisée la correspondance entre CDG Express e,rendre aisée la correspondance entre CDG Express e,question: Quel est la finalite du projet de prolongement du tunnel pieton de Chateau-Landon ? </s>,1
Pierre Dugua de Mons,Pierre Dugua de Mons,question: Qui a cree la colonie de l'Acadie ? </s>,2
"21 saisons avec les Devils avant de jouer une dernière saison,","21 saisons avec les Devils avant de jouer une dernière saison,",question: dans combien de clubs a joue martin ? </s>,1
elle peut tout de même servir à d'autres usage,elle peut tout de même servir à d'autres usage,question: Une aile vestigiale a-t-elle seulement besoin d'etre inutilisable pour le vol pour etre vestigiale </s>,1
le port était censé refléter l',le port était censé refléter l',question: Pour quelle raison les regimes post-coloniaux ont-ils cree des costumes nationaux? </s>,1
un tempo plus lent qui permet la danse,un tempo plus lent qui permet la danse,question: En quoi le tempo des Harpes du Nouvel Age est-il different ? </s>,1
Sans exprimer de remords,Sans exprimer de remords,question: Paul fait il acte de repentance? </s>,1
catholiques,catholiques,question: Quelle est la religion des exiles ? </s>,2
neurosciences,neurosciences,question: A quelle science est rattachee la neurologie? </s>,2
dix,dix,question: Combien de voies contenaient les avenues construites par Staline ? </s>,2
la guerre antijaponaise et la corruption du parti national,la guerre antijaponaise et la corruption du parti national,question: Quels facteurs ont eu un impact sur le moral de l'armee du Kuomintang ? </s>,1
1914,1914,question: Quand demarre la guerre ? </s>,2
Tirana,Tirana,question: Quelle est la capitale ? </s>,1
contourner la corruption de l’administration,contourner la corruption de l’administration,question: Que veulent les acteurs qui s'inscrivent dans l'economie informelle ? </s>,2
la fin de l'année,la fin de l'année,question: Quand Hans Herrmann part du constructeur Herrmann ? </s>,1
22,22,question: Avec combien de buts Aldo Serena finit il capocannoniere ? </s>,2
André Bazin,André Bazin,question: Qui est le patron de Sonolor ? </s>,1
scierie du village,la scierie du village,question: A quel endroit Pierre-Alain Helias a travaille apres la guerre ? </s>,2
dans le temple de l'Ésagil,dans le temple de l'Ésagil,question: Ou Antochios III celebre-t-il des rituels lors de son passage a Babylone ? </s>,1
Washington n'en commanda directement pas plus de 17 000,Washington n'en commanda directement pas plus de 17 000,question: Washington etait-il a la tete de toute l'armee americaine lors de la guerre d'independance ? </s>,1
la reconnaissance et sur l'amour authentique,la reconnaissance et sur l'amour authentique,"question: Quels sont les deux fondements qui permettent de caracteriser, selon Benoit XVI, une relation mure entre parent et enfant ? </s>",2
pour le 30e anniversaire du prix Nobel de littérature décern,pour le 30e anniversaire du prix Nobel de littérature décern,question: A quelle occasion La Mort et l'Ecuyer du roi a ete joue par la National Troupe of Nigeria ? </s>,1
trente années,trente années,question: Pendant combien de temps l'argument du saumon a-t-il ete utilise ? </s>,1
"russe, ukrainien et « moldave","russe, ukrainien et « moldave",question: Quelles sont les langues utilisees par l'administration de Tiraspol ? </s>,2
pour relier la gare de l'Est au réseau de,pour relier la gare de l'Est au réseau de,question: Pourquoi le CDG Express emprunterait des viaducs ferroviaires ? </s>,1
le 10 juin 2007,le 10 juin 2007,question: Quelle est la date de la fin de la tournee secrete ? </s>,1
dans un enclos séparé de l'église Sainte,dans un enclos séparé de l'église Sainte,question: Ou se trouve la chapelle de l'Arche d'alliance ? </s>,1
une fissure orientée selon l'ef,une fissure orientée selon l'ef,question: Quelle est la derniere source de volcanisme ? </s>,1
Capodimachos,Capodimachos,question: Quel est le patronyme d'origine grecque de la famille Capodimacci ? </s>,2
commissariat ou à la brigade de gen,commissariat ou à la brigade de gen,question: A qui les femmes peuvent-elles s'adresser en cas de violence conjugale ? </s>,1
1895,1895,question: Quand le Racing Club de Roubaix a-t-il ete cree? </s>,2
Aldo Olivieri,Aldo Olivieri,question: Qui est le successeur de Giulio Cappelli sur le banc du FV Internazionale Milano ? </s>,1
de la période indo-européenne ancienne de,de la période indo-européenne ancienne de,question: De quelle periode les tenants de l'hypothese nord-europeenne date le mot d'origine commun pour le saumon ? </s>,1
tuée lors d'une attaque de Mange,tuée lors d'une attaque de Mange,question: Comment est morte Hegwige ? </s>,1
le père de la poétesse Marina Tsveta,le père de la poétesse Marina Tsveta,question: Qui a cree le musee des beaux-arts Pouchkine ? </s>,1
vingt et un,vingt et un,question: Combien d'ecrits l'auteur a-t-elle redige  sur l'hygiene ? </s>,1
Dans les Aurès,Dans les Aurès,question: Dans quelle region les tribus s'allierent elles contre les Ottomans ? </s>,1
le grand public,gourou des Beatles,question: A qui est attribue le succes populaire de la meditation en occident ? </s>,1
accomplir un stage de formation professionnelle de deux ans,accomplir un stage de formation professionnelle de deux ans,question: combien dure le stage </s>,1
une partie de chasse,une partie de chasse,question: Que font Drax et Bond ? </s>,2
le bureau d'études,le bureau d'études,question: Qui a lance un programme pour ameliorer les UAZ ? </s>,1
quelques mois avant sa mort,quelques mois avant sa mort,question: Quand Gilbert Dupont a realise l'entretien de Paul? </s>,1
la Toyota TS050 Hybrid no 7,la Toyota TS050 Hybrid no 7,question: Quelle est la marque de la voiture de Mike Conway ? </s>,1
anticléricalisme,agnosticisme,question: Comment caracterise-t-on le fait d'etre sceptique vis a vis de la religion ? </s>,2
Éocène,l'Éocène,question: A quelle ere eu lieu un grand changement climatique ? </s>,1
téléporte l'Impala et ses passage,téléporte l'Impala et ses passage,question: Que fait Dieu lorsque Amara apparait au milieu de la route ? </s>,1
Afrique subsaharienne,Afrique subsaharienne,question: Quelle region du continent africain se situe au sud du Sahara ? </s>,2
"de conversions forcées, notamment envers les femmes","de conversions forcées, notamment envers les femmes",question: De quoi sont victimes les chretiens ? </s>,1
le buf gris de Hongrie ou le porc la,le buf gris de Hongrie ou le porc la,question: Quel type de bete a viande issu de la plaine de Hongrie fait la particularite de la cuisine hongroise ? </s>,2
Femmes de réconfort,Pour palier les pertes,question: Pour raison les japonais enrolerent-ils des ressortissants d'autres pays dans leur armee? </s>,1
par un coup d'État,par un coup d'État,question: Comment est chasse le prince? </s>,1
Cordyceps,Elaphocordyceps,question: quels sont les parasites de elaphomyces </s>,2
la forêt du bassin du Congo,"le second massif forestier continu de la planète, la for",question: quel est le second massif forestier </s>,1
Erick Thohir,Erick Thohir,question: Qui preside la societe ? </s>,1
Louisiane,Louisiane,question: Quel Etat americain accueille des Acadiens apres leur deportation ? </s>,2
"à Bangor, au Pays de Galles","à Bangor, au Pays de Galles",question: Ou medite Marianne Faithfull ? </s>,1
En dépit des promesses de certains gouverneurs britanniques,En dépit des promesses de certains gouverneurs britanniques,question: Les esclaves loyalistes ont-ils ete affranchis lors de la guerre d'independance ? </s>,1
à trente ou quarante kilomètres de distance,à trente ou quarante kilomètres de distance,question: Jusqu’a quelle distance pouvait-on apercevoir les flammes ? </s>,1
une dispute sur la légalité de servir à la fois au,une dispute sur la légalité de servir à la fois au,question: Qu'est-ce qui declenche la demission d'Edward Dickinson Baker ? </s>,1
construction immobilière,construction immobilière,question: Pour quelle autre raison que les catastrophes naturelles de moins en moins de terres peuvent-elles etre cultivees ? </s>,1
"représente 16,4 % de la population de la planète en 2016","représente 16,4 % de la population de la planète en 2016",question: quelle le pourcentage de la population modial qui est africain </s>,1
anthropologues,anthropologues,question: Quelle est la profession de Christophe Darmangeat ? </s>,1
salle du trône de Crowley,à la salle du trône de Crowley,question: Ou se rend Lucifer en prenant l'apparence de Vince ? </s>,1
l'Asie,l'Asie,question: Quelle est la sphere d'influence du Japon selon l'ideologie ? </s>,2
Isothiocyanates,Isothiocyanates,question: Quels composes sont toxiques pour la plupart des bacteries </s>,2
Bergame,Bergame,question: Quelle equipe l'emporte contre la Juventus au moment ou l'Inter fait match nul contre Palerme ? </s>,2
la Charia,la Charia,question: Par quelles lois est regi un indigene musulman qui n'a pas demande a jouir des droits de citoyen francais ? </s>,1
une heure et demie,une heure et demie,question: Combien de temps dure la rencontre entre le guru et les Beatles ? </s>,1
vide ou contradictoire,vide ou contradictoire,"question: Au premier abord, comment peut etre qualifie le concept d'absolu? </s>",1
"la palette vraiment garantie (""really safe"" palette","la palette vraiment garantie (""really safe"" palette",question: Quel est le nom de la palette de 22 couleurs inventee par David Lehn et Hadley Stern ? </s>,1
la bataille de Fort Niagara,la bataille de Fort Niagara,question: Quelle est la derniere des grandes batailles dans la guerre de conquete pour la vallee de l'Ohio ? </s>,2
Kars,Kars,question: Quel est l'autre objectif des Ottomans en dehors de Akhaltsikhe? </s>,2
accomplir un stage de formation professionnelle de deux ans,"Une fois ce stage effectué, l'avocat stagi",question: que ce passe t'il apres le stage </s>,1
une coudée et demie,une coudée et demie,question: Quelle est la largeur de l’arche d’alliance ? </s>,1
will.i.am,will.i.am,question: Qui est l'auteur du tweet en aout 2012 ? </s>,1
l'Angleterre,avec l'Angleterre,question: Avec qui la France entre-t-elle en guerre en 1689 ? </s>,1
être un visionnaire,être un visionnaire,question: Que voulait incarner Arthur Rimbaud dans son rapport au surrealisme ? </s>,1
l'hypothèse d'une mise en service,l'hypothèse d'une mise en service,question: Quelle hypothese est confirmee par Michel Cadot en mars 2019 ? </s>,1
à tester et à développer ses voitures,à tester et à développer ses voitures,question: Qu'est-ce que Herrmann est amene a apprendre chez le constructeur Abarth ? </s>,1
le groupe de virus Coxsackie B,e groupe de virus Coxsackie B,question: Quel groupe provoque les problematiques plus importantes ? </s>,1
9 785 747,9 785 747 habitants,question: combien de personnes vivent dans chicagoland </s>,1
"rumba congolaise, soukous, coupé","rumba congolaise, soukous, coupé",question: Quels types de musiques africaines sont particulierement populaires apres 1960 ? </s>,1
l'Inter,l'US Livourne,question: Quelle equipe affronte le FC Internazionale Milano en finale du championnat d'Italie en 1920 ? </s>,1
3e,l'Oricon hebdomadaire,"question: Dans quel classement le single ""Yes"" a-t-il ete en troisieme position ? </s>",2
Londres,Londres,question: Dans quelle ville se situe l'hopital ou s'est reveille Jim ? </s>,2
royal,royal,question: De quelle lignee descendent Alionouchka et Ivanouchka ? </s>,2
Lyrot,Lyrot,question: Qui mena les blancs dans cette action? </s>,1
une place particulière,une place particulière,question: Quelle est la place de la musique hongroise en Europe ? </s>,1
le poème Evangéline,le poème Evangéline,question: Quelle est la plus importante oeuvre marquant la reconnaissance acadienne ? </s>,1
Hefei,Hefei,question: Dans quelle ville chinoise est situee l'universite des sciences et technologie de Chine ? </s>,2
"Plus tard, elle sera payée 0,30 dollar de l","Plus tard, elle sera payée 0,30 dollar de l",question: Quel est le salaire final de Leavitt ? </s>,1
1204,1204,question: Quand est-ce que le roi des francs est-il devenu le roi de France ? </s>,2
892 km2,892 km2,question: Quelle est la superficie de l'agglomeration de Berlin ? </s>,1
racine indo-européenne,smer,question: D’ou vient le mot grec meros ? </s>,1
Tarnovo,Tarnovo,question: Ou a eu lieu la ceremonie grandiose ? </s>,1
Les forces alliées furent vaincues en,Les forces alliées furent vaincues en,question: Quelle fut le resultat debut 1942 de l’affrontement entre Tokyo et ses adversaires? </s>,1
1899,1899,question: Qaund les madelinots se sont installes a Baie-Sainte-Anne ? </s>,1
gardien de but,gardien de but,question: quel etait le poste de Denis au hockey ? </s>,2
Ouganda,Ouganda,question: De quelle nationalite est Yoweri Kaguta ? </s>,2
novembre 2011,novembre 2011,question: Quand le Galicien est-il suspendu ? </s>,1
1847,1847,question: En quelle annee se rend Abd el-Kader ? </s>,2
la forme de sa lèvre,la forme de sa lèvre,question: Par quoi est caracterise rhinoceros blanc? </s>,1
19 avril 2018,19 avril 2018,question: A quelle date la delegation d'elus mahorais a-t-elle ete recue a Matignon? </s>,1
Cette évolution dans le regard porté sur la littérature orale,Cette évolution dans le regard porté sur la littérature orale,question: Qu'a engendre la plus grande visibilite de la litterature negro africaine ? </s>,1
1763,1763,question: En quelle annee la France cede-t-elle des colonies ? </s>,2
authentique,authentique,question: Comment designe-t-on un acte ou une vertu qui se fait sincerement et avec engagement ? </s>,1
décembre 2017,décembre 2017,question: A quelle date a ete adopte la loi retablissant l'interdiction du mariage homosexuel ? </s>,1
Albertazzo,Albertazzo,question: Quel est le surnom de ALberto Azzo deuxieme du nom ? </s>,2
entre le Ve et VIIIe siècles,entre le Ve et VIIIe siècles,question: Pendant quelle periode la paraboile du Fils prodigue a-t-elle ete utilisee par les theologiens ? </s>,1
gachupines,gachupines,question: comment les criollos designent-ils les Espagnols ? </s>,1
à Memramcook,à Memramcook,question: Ou Francois-Xavier Lafrance ouvre-t-il le premier etablissement d'enseignement superieur de langue francaise ? </s>,1
Marc et Selena,Marc et Selena,question: Qui sont les deux survivants ? </s>,1
23,23,question: Combien d'activites se derouleront a Barra pour les JO? </s>,2
la production et de la maturation des spores,la production et de la maturation des spores,question: Quel est le role des sporophores ? </s>,1
100 km/h,à une vitesse de 100 km/h,question: A quelle vitesse court le guepard quand il a faim ? </s>,1
juin,juin,question: En quel mois de l'annee 2013 a-t-on commemore en France l'arrivee des Filles du Roy ? </s>,2
HAL Laboratory,HAL Laboratory,question: Dans quelle entreprise Satoru Iwata a-t-il debute ? </s>,2
abandon de la nationalité précédente,abandon de la nationalité précédente,question: Quelle est la cause la plus rejetee dans l'histoire de la naturalisation des juifs expulses d'espagne ? </s>,1
Cholécalciférol,Cholécalciférol,question: qu'est-ce que la vitamine D3 ? </s>,1
de l’alimentation et du sexe,de l’alimentation et du sexe,question: De quels facteurs depend le taux de mortalite a deux ans des rats selon Hubert et al. ? </s>,1
la colline de Tepeyac,la colline de Tepeyac,question: Quel promontoire est proche du batiment ? </s>,1
Jean-Pierre Hutin,Jean-Pierre Hutin,question: Quelle personnalite prend sa defense ? </s>,1
"une voiture vigoureuse, sommaire et","une voiture vigoureuse, sommaire et",question: Quelles sont les characteristiques de la jeep ? </s>,1
"hymnes, dédiés à des divinités, des",hymnes royaux,question: Quels sont les hymnes generalement chantes durant la troisieme dynastie d'Ur ? </s>,1
quelque 37 000 hommes,quelque 37 000 hommes,question: Combien d’hommes ont pris part a l’operation ? </s>,1
Danielle Casanova,Danielle Casanova,question: Quel bateau remplace-t-il a destination de Tunis et d'Alger ? </s>,2
"62,8 %","62,8 % du territoire que la RSSM posséda",question: Quelle part du territoire actuel de la Moldavie correspond a celui de la Rssm en 1940 ? </s>,1
United Artists,United Artists,question: Quelle boite de production a achete a.a.p. ? </s>,2
1019,1019,question: En quelle annee la famille d'Albertazzo revient dans les spheres du  pouvoir ? </s>,1
au Royal Exchange Theatre de Manchester,au Royal Exchange Theatre de Manchester,question: Dans quel theatre est monte la premiere representation de La Mort et l'ecuyer du roi au Royaume-Uni ? </s>,2
dans les parties basses,dans les parties basses,question: Ou le volcanisme s'est il installe ? </s>,1
français et espagnols,français et espagnols,question: De quelle nationalite etaient majoritairement les colons qui allaient devenir les pieds-noirs ? </s>,1
24 juillet,24 juillet,"question: Dans 'annee 1313, quelle est la date de de l'ultimatum pose par les assieges du chateau de Stirling dans la bataille de Bannockburn? </s>",2
14 décembre 1953,Le 14 décembre 1953,question: Quand le SSFA est il rebaptise Service de securite de la Defense nationale et des forces armees ? </s>,1
sa femme morte,sa femme morte,question: Comment se transforme Lucifer pour parler a Nick ? </s>,1
menace d'avorter l'enfant,menace d'avorter l'enfant,question: qu'est ce qui est  l'origine de la colere de lucifier </s>,1
double aveugle,double aveugle,question: Comment s'appelle le phenomene qui permet aux experts de relire de facon independante un article ? </s>,1
Marduk,Marduk,question: A quelle divinite est consacre l'Esagil ? </s>,2
viole cette limite en sautant au-dessus du,viole cette limite en sautant au-dessus du,question: Quel acte pousse Romulus a tuer Remus ? </s>,2
