prediction,goldlabel,questions,passages_len
iles Lucayes,les Antilles,question: Avec quoi les Caraïbes sont-elles souvent confondues ? </s>,1
caverne creusee,un monceau d'argent,question: Que trouve t on sous le mont Landeskrone </s>,1
Koumbi Saleh,Koumbi Saleh,question: quelle est la capitale de l’empire du Ghana? </s>,1
batiments de transport a fond plat,bâtiments de transport à fond plat,question: Pourquoi les prames permettent-ils de s'approcher au plus prés de la forteresse? </s>,1
l'amelioration s'est a,Dans une méta-analyse d'essais contrôl,question: comment a été validée la psychothérapie psychodynamique ? </s>,1
petites entreprises,petites entreprises d'un à dix salariés,question: Quel type d'entreprise rassemble plus d'un quart des emplois ? </s>,1
les anes en revanche en sont victimes,les poulains en sont plus souvent contaminés que les,question: les poulans sont-ils autant atteints par la fasciolose  que les chevaux adultes? </s>,1
production et de la maturation des spores issues,la production et de la maturation des spores,question: Quel est le rôle des sporophores ? </s>,1
Bernie Ecclestone,Bernie Ecclestone,question: Qui possède Brabham? </s>,1
zoo d'Ueno,15 ans,question: 1 Okapi vit en ZOO 15 ans dans quel zoo  ? </s>,1
315,315,question: quand a été fondée la confédération ionienne ? </s>,1
mille,environ mille emplois,question: Combien d'emplois de pêche sont créés à Louisbourg ? </s>,1
1990,en 1990,question: Quand l'Excelsior AC Roubaix a t il disparu ? </s>,1
Lord Bradburn,"Eragon, Arya et Lupusàng",question: Qui a retrouvé Roran ? </s>,1
Albus Dumbledore,Dumbledore,question: Qui a fondé l'Ordre du Phénix? </s>,1
Sir Garnet Wolseley,Chelmsford,question: Qui est venu remplacer Wolseley ? </s>,1
deux,deux joueurs,question: Combien de joueurs sont impliqués dans le problèmes des partis ? </s>,1
l’anglais,l'anglais,question: Quelle est la langue officielle des îles anglo-normandes ? </s>,1
matiere active de produits commerciaux tels que le Cruise,matière active de produits commerciaux tels que le Cruiser,question: C'est quoi le thiaméthoxames? </s>,1
intitulee,artiste,question: Comment qualifier la performance de Guido van der Werve en avril 2007 ? </s>,1
le Credit industriel et commercial (CIC) acquise,Crédit industriel et commercial,question: Quel est la filiale emblématique du Crédit mutuel ? </s>,1
le 16 fevrier 2016,16 février 2016,question: À quelle date les fonctions de Christophe Beaux ont été renouvelées ? </s>,1
les Anglais et les Americains,les Américains,question: Qui sont les alliés des anglais ? </s>,1
les aines et parents de la famille des Kuru,les Kaurava,question: Avec qui les Pandava partagent-ils le royaume ? </s>,1
No 8 Squadron,sous-lieutenant pilote,question: Quel était le rang militaire de Sidney Cotton ? </s>,1
le groupe jouait le titre Yes lors d'un,sa demande en mariage,question: Que fait l'homme pendant qu'Acid Black Cherry interprète Yes ? </s>,1
baroque,baroque,question: Quel est le style de la cathédrale Saint-Rupert? </s>,1
"0,30 dollar","Plus tard, elle sera payée 0,30 dollar de l",question: Quel est le salaire final de Leavitt ? </s>,1
Franjo Tuman,Miloevi,question: Quel dirigeant souhaitait modifier les Frontières dela Croatie et de la Bosnie-Herzégovine? </s>,1
Auguste Rodin,Auguste Rodin,question: De qui Carrier-Belleuse est-il connu pour avoir été le maître ? </s>,1
trois,trois,question: Combien de bateaux de Corsica Linea sont bloqués au port de Marseille pendant le conflit à La Méridionale ? </s>,1
Plasmodium falciparum,Plasmodium falciparum,question: quel est la souche de la maladie malaria qu'on trouve chez le gorille svp ? </s>,1
le régime colonial dans le Natal,par le régime colonial,question: Par qui les Africains du Natal sont injustement traités ? </s>,1
seize ans,seize ans,question: Combien d'années Bruno Gaccio a-t-il travaillé au sein des Guignols ? </s>,1
1222,1222,question: Quand André II provlame-t-il la bulle d'or? </s>,1
certains villages ne sont pas reconstruits,certains villages ne sont pas reconstruits,question: Dans ces forets tout est reconstruit ? </s>,1
neuf ans,neuf ans,question: À quel âge Charles de Rohan-Soubise est-il orphelin ? </s>,1
maire,prestataire associatif ou commercial,question: Qui propose le service de restauration des écoles maternelles et élémentaires dans les communes? </s>,1
durant les annees 1640,premiers aboiteaux sont probablement construits durant les années 16,question: Quand sont construits les premiers aboiteaux ? </s>,1
1763,1763,question: En quelle année la France cède-t-elle des colonies ? </s>,1
anglophones,quelques notables,"question: Outre les missionnaires et les prêtre, quel autre type de population fait sa place ? </s>",1
Ferdinand II,Ferdinand II,question: Qui accorde aux Augustins déchaux le couvent impérial de Vienne ? </s>,1
Alexandre Kojeve,Gabriel Marcel,question: quel est le penseur que Boutang suit </s>,1
gravitation,la relativité générale,question: Quel était le sujet des écrit reçus par Eddington en 1915 ? </s>,1
noire,noire,question: De quelle couleur était la fumée ? </s>,1
annulaire,anneau,question: Que devient la zone centrale du mycélium ? </s>,1
travailliste,conservateurs,question: Qui est contre l'ouverture du vote à tous les hommes du pays ? </s>,1
par la captivite et/ou l',comportements agonistiques,question: Comment ont souvent été expliqués ces comportements ? </s>,1
Gordon,Bobby Dagen,question: Qui est capturé par Hoffman ? </s>,1
tous les nombres premiers sauf 2,nombres premiers sauf 2,question: c'est quoi un nombre premier impair </s>,1
prince de Tyr,"Péricles, prince de Tyr",question: Quel rôle jouera-t-il auprès de Nelly Borgeaud ? </s>,1
sa candidature pour faire partie de l'Union europe,L'Albanie fait actuellement partie de l'OTAN,question: L'Albanie fait elle partie de l'otan ? </s>,1
marchands,marchands,question: Quelle catégorie professionnelle est fortement impliquée dans le commerce international à Louisbourg ? </s>,1
Pietro Aldobrandini,duché de Ferrare,question: À qui est alliée la maison d'Este ? </s>,1
avocat,philosophe,question: Quelle est la profession de René Descartes ? </s>,1
Bremer Marktplatz et le passage du Liebfrauenkir,la Bremer Marktplatz et le passage du Liebfrauen,question: Quels étaient les principaux centres de commerce de Brême à la fin du Moyen Âge ? </s>,1
dans des bidonvilles,dans des bidonvilles,question: Où vivent les chrétiens ? </s>,1
États-Unis,tripolitain,question: Quelle était la nationalité du navire rencontré par l'Enterprise en route pour Malte ? </s>,1
"aux personnes incapables de le voir, et de se bat",aux personnes incapables de le voir,question: A qui peut parler ce Stand ? </s>,1
Yu Zhengsheng,Wang Qishan,question: Qui était le vice premier ministre du conseil des affaires de l'état ? </s>,1
1080 et 1100,trois,question: Combien de chroniques parlent de la conquête normande de l'Italie du Sud ? </s>,1
vingt-trois ans,trois ans,question: Combien de temps dura le règne de Louis 8 ? </s>,1
Bari,à Bari,question: Où est basée l'autorité régionale byzantine ? </s>,1
Lublin,Lituanie,question: Dans quel pays le collège des jésuites a été créé </s>,1
1777,1777,question: En quelle année Washington quitta-t-il Philadelphie ? </s>,1
les joueurs peuvent lancer une partie ou le but est d',qui changent quotidiennement,question: Quelle est la particularité du daily challenge ? </s>,1
Venitien Marco Sanudo,la Quatrième croisade,question: À quel événement est lié la création du duché de Naxos </s>,1
Dieu,"le Dieu des Chrétiens présenté comme fait homme, se","question: Dans la religion chrétienne, est-ce un sacrifice ou un combat qui contribue a créer un nouveau monde ? </s>",1
la périodee indo-europeenne ancienne de la langue,de la période indo-européenne ancienne de,question: De quelle période les tenants de l'hypothèse nord-européenne date le mot d'origine commun pour le saumon ? </s>,1
marbres polychromes,en marbre,question: De quel matériau est fait la table de communion ? </s>,1
faisceau d'indices,démocratie,question: Quel est le régime politique ? </s>,1
esprit,esprit,question: Quel mot designe les processus mentaux et la faculté de penser propre à l'homme </s>,1
Africains subsahariens eux-memes (,"Haoussas, Peuls, Dioulas",question: Quels peuples africains propagent l’islamisation de l’AFrique subsaharienne? </s>,1
neerlandaise,Néerlandais,question: De quelle nationalité est Peter Post ? </s>,1
meilleur,meilleur pilote,question: Quel est le niveau de pilotage de Poe Dameron ? </s>,1
s'interesse a une langue dont il n,il consulte généralement des locuteurs natifs,question: Comment un linguiste étudie une langue qu'il ne maîtrise pas ? </s>,1
fouage,Le premier impôt direct qui se généralise est le fouage,question: Quel est le premier impot direct ? </s>,1
Kansuke Yamamoto,Kansuke Yamamoto,question: Qui est général de Shingen ? </s>,1
penitence,à genoux,question: Quel handicap les chrétiens s'affligent pour le parcours d'un labyrinthe ? </s>,1
opportuniste,séropositives,question: Comment sont appelés les personnes malades du sida ? </s>,1
élection a la chambre des représentantants des États-Unis,l'élection à la chambre des représentants des États-,question: Quelle élection briguée Edward Dickinson Baker en 1859 </s>,1
sixieme symphonie de Tcha,la sixième symphonie de Tcha,question: Quelle œuvre est similaire à la Symphonie n°9 de Mahler par sa structure ? </s>,1
niveaux de coordination des politiques budgetaires et econom,niveaux de coordination des politiques budgétaires et,question: Pourquoi la zone monétaire n'est pas optimale? </s>,1
2005,2005,question: En quelle année est née l'équipe de Fondas Imabo-Doorisol ? </s>,1
1994,2004,question: En quelle année la Charte arabe des droits de l'Homme est-elle adoptée ? </s>,1
Anakin,enfants jumeaux,question: Quel est le lien de parenté de Luke et Leia ? </s>,1
1956,1956,question: en quelle année Eugene Cernan obtient-il sa maitrise </s>,1
SL Benfica,Quoiqu'Eusébio n'ait,question: Qui est le meilleur buteur de la Coupe d'Europe 1968 ? </s>,1
a Kouibychev avec l'Orchestre,Orchestre du Théâtre Bolcho,question: La première mondiale de la Septième symphonie se déroule avec qui? </s>,1
sperma « graines » et gymn,du grec sperma « graines » et,question: Quelle est l'étymologie de Gymnospermes ? </s>,1
Pascaut,S.A,question: Sous quelle forme d'entreprise et déclarée la fonderie Deberny et Peignot ? </s>,1
bombe atomique,une pile atomique,question: Sur quoi travaille Enrico Fermi en 1941 ? </s>,1
le département des Transports,Le département des Transports,question: Qui s'occupe des routes en Angleterre ? </s>,1
Maghreb et d'al-Anda,d'une grande partie du Maghreb et,question: de quelles région les almoravides sont ils l unité ? </s>,1
256,256,question: Combien de couleurs les moniteurs avaient à cette époque ? </s>,1
Edmund Husserl,Husserl,"question: Qui a écrit ""les Leçons pour une phénoménologie de la consciente intime du temps "" ? </s>",1
catastrophe d'Isandlwana,catastrophe d'Isandlwana,question: Pour quelle raison le colonel Evelyn Wood renonce-t-il à attaquer la force de 4 000 Zoulous qui avait été repérée? </s>,1
grandes ecoles,les grandes écoles,question: Dans quel secteur de l'enseignement les inégalités sont elles les plus fortes? </s>,1
passage a la Salpetriere et l’,Le passage à la Salpêtrière et,question: Quels ont été les facteurs déterminants dans la décision de Lasègue de se lancer dans des études de médecine ? </s>,1
maladies du systèmee nerveux,maladies du système nerveux,question: A quelles maladies s'intéresse la neurologie? </s>,1
toutes les grandeurs mesurables,toutes les grandeurs mesurables,question: Qu'est-ce qui ne peut se retrouver ensemble dans une équation à plusieurs inconnues et paramètres ? </s>,1
Hegel,Idéalisme,question: De quel courant philosophique allemand fait partie Schelling ? </s>,1
Stephen Carlton Clark,Stephen,question: Comment se prénomme le frère de sterling Clark ? </s>,1
cantonnier,cantonnier,question: Quel est le métier d'Alain Le Goff ? </s>,1
2,hebdomadaire,question: Quelle est la fréquence des liaisons du Vizzavona entre Marseille et Porto Torres ? </s>,1
quatrieme marine,la quatrième,question: Quelle est la position de la marine indienne en termes d'effectifs à l'échelle mondiale ? </s>,1
court,quelques siècles à plusieurs millénaires,question: Combien de temps faut-il pour qu'une ressource non renouvelable se crée ? </s>,1
Allemagne,lyonnais,question: Nicolas Chuquet était de quel département ? </s>,1
par une turbine a vapeur alimentee par une chaudiere,une turbine à vapeur alimentée par une chaudière,question: Comment l'électricité issue des gaz produits par les hauts fourneaux est elle produite? </s>,1
danoise,danois,question: De quelle nationalité Friedrich Münter était-il ? </s>,1
en tout sens des molecules,molécules,question: La chaleur est le résultat de l'agitation de quel élément ? </s>,1
deux ou trois dizaines de milliers,deux ou trois dizaines de milliers,question: Combien de membres dans la JGS ? </s>,1
"46,9 %",3,question: Combien d'écoles anglaises font partie du groupe des dix meilleures en 2018? </s>,1
l'image de puissance associee au heros,image de puissance associée au héros et à la parent,question: Pourquoi le culte d'Héraclès s'étend en Iran ? </s>,1
deux,en deux volumes,question: En combien de volumes ont été regroupés les cours qu'il a dispensé? </s>,1
Bourassa,le Canada et les États-Unis,question: Qui est à l'origine de la commission de la frontière internationale ? </s>,1
constante,température de la neige,question: Quelle était la température minimale du thermomètre de Santorio ? </s>,1
trois,trois,question: Combien de fils l'empereur Constantin a-t-il ? </s>,1
1978,1978,question: Quand a été ouvert le circuit ? </s>,1
logique,avancement de la logique,question: Dans quel domaine Peirce a-t-il apporté une importante contribution ? </s>,1
Ecole nationale des beaux-arts,École nationale des Beaux-Arts,"question: Que signifie ""Escuela Nacional de Bellas Artes"" ? </s>",1
banlieue ouest,le premier quartier d'affaires européen,question: Quel est la place du quartier de La Défense au niveau européen ? </s>,1
Jesus-Christ,l'Incarnation,question: Comment se nomme l'événement où Dieu s'est uni avec la nature humaine ? </s>,1
ecoliers,maire,question: Qui propose le service de restauration des écoles maternelles et élémentaires dans les communes? </s>,1
partisans,communiste,question: Quelle est la sensibilité politique de Joseph Staline ? </s>,1
Grand Prix de Suisse 1954,Le podium du Grand Prix de Suisse,question: Quel a été le meilleur résultat de Hans Herrmann en 1954 ? </s>,1
"Paomia, Salogna et Rodunda (Re","Paomia, Salogna et Rodunda",question: Quelles villes de la côte Ouest de Corse sont proposées à Ioannès Stephanopoulos ? </s>,1
Rhemuth la splendide,Eirian,question: Comment s'appelle le cours d'eau qui traverse la capitale de Gwynedd ? </s>,1
Armee de Dumbledore,armée de Dumbledore,question: Comment s’appelle l’armée des étudiants dans l’Ordre du Phénix ? </s>,1
renforcement des relations entre la ligue et la NBA,une véritable ligue mineure,question: La NBA Development League c'est quoi ? </s>,1
l'appareil phonatoire et buccal,bouche,question: quel est l'instrument du beatboxer? </s>,1
1991,en 1991,question: Quelles est la date de création de la réserve ? </s>,1
des rapports entre l'Empire romain,ouverte,question: La problématique reste comment ? </s>,1
144 grammes,144 grammes,question: En moyenne cela représente quel  poids de déchets par repas ? </s>,1
ne peuvent etre ranges dans une famille,aucun,"question: En juin 2017, combien d’élément de la 8eme colonne du tableau périodique ont été observés ? </s>",1
Paul Cezanne,Paul,question: quel est le prénom du fils de cézanne? </s>,1
sur une base horaire,sur une base horaire,question: À quelle fréquence sont mises à jour les liste des meilleures ventes d'Amazon ? </s>,1
Charles IV,Charles de la Marche,question: Qui est le dernier fils de Philippe le Bel ? </s>,1
sa chevelure grise,en raison de sa chevelure grise,question: Pour quel motif Edward Dickinson Baker est il surnommé Gray Eagle ? </s>,1
au moins en partie des relations causales qu'un,des relations causales qu'un individu entretient avec,question: De quoi dépend la compréhension des concepts ? </s>,1
Sr. Flavio,Sr. Flavio,question: Sous quel nom le bassiste Flavio Cianciarulo est-il connu ? </s>,1
1806,1736,question: Quand Charles Augustin de Coulomb est-il néé ? </s>,1
La mort de Razilly,"mort de Razilly, survenue en 1636",question: Quel événement cause la dispute entre de Menou d'Aulnay de Charnizay et de Saint-Etienne de la Tour </s>,1
Levenement Azolla,l'algue Azolla,question: Quel organisme a causé un refroidissement global ? </s>,1
infirmiere a Poudlard,infirmière,question: Quel est le métier de Poppy Pomfresh ? </s>,1
chimie moderne,chimie moderne,question: De quelle discipline Antoine Lavoisier était l’un des pères ? </s>,1
la joie et la ferveur avec lesquelles,une,question: Quelle peut être la cause des actes barbares commis par une société ? </s>,1
ne jamais contraindre les juifs a se,de ne jamais contraindre les juifs à,question: Qu’impose Simon Kepha après s’être converti au christianisme ? </s>,1
Code de procédure penale,Code de procédure pénale,question: dans quel code législatif est inscrit la loi Perben II </s>,1
15 ans,15 ans,question: Aquel âge Gisela Dulko arrive-t-elle sur le circuit WTA ? </s>,1
Chevaliers Michaelites,canonisé,question: Quel honneur religieux est octroyé au monarque Bearand Haldane ? </s>,1
australiens,Australien,question: quel est la nationalité de Ian Thorpe? </s>,1
Constantinople,Constantinople,question: Dans quelle ville les croisés de la quatrième croisade ont-ils été emmenés ? </s>,1
1517,1517,question: En quelle année Filippo Dulcetti se retire-t-il pour mener une vie d'ermite ? </s>,1
FN SCAR MK16,FN SCAR MK16,question: Quelle arme devait se substituer au M4A1 dans l'armée américaine ? </s>,1
Americaine,américain,question: Quelle est la nationalité de Katie Ledecky? </s>,1
1945,1942,question: Quand la No 1 Photographic Reconnaissance Unit fut elle dissoute? </s>,1
Pierre de Rigaud de Vaudreuil de Vau,Pierre de Rigaud de Vaudreuil de Cava,question: Qui capitule au nom de la France en septembre 1760 ? </s>,1
Indication geographique,Label rouge,question: Par quel Label le miel de Provence est protégé ? </s>,1
13,13 points de retard,question: Combien la franchise a t-elle de points de retard sur le Galaxy et les Wizards ? </s>,1
Arambe Productions,Arambe Productions,question: Quelle est la société de production derrière la représentation au Terra Kulture Theatre Arena ? </s>,1
depuis aout 2016,août 2016,question: Depuis quand Olivier meslay est-il directeur du Clark art Institute ? </s>,1
Pie XII,Benoît XII,question: quel pape a approuvé le culte rendu aux saintes Maries ? </s>,1
frere,son frère,question: Qui est James Haldane ? </s>,1
21 a 30 ans,30 ans,question: A partir de quel âge les hommes pouvaient-ils voter en 1815 ? </s>,1
trois,quatre heures,question: Combien d heures de combat ? </s>,1
"l'histoire, de la politique, de la litterature","l'histoire, de la politique, de la littérature e","question: quelles disciplines Maurras, la destinée et l'oeuvre de Boutang prend elle en compte </s>",1
echelle planetaire,la Lune,question: Quel est l’objet céleste participant au phénomène des marées océaniques ? </s>,1
Gowran,à Gowran,question: Où s'est d'abord installée la famille Butler ? </s>,1
cinq heures,cinq heures,question: Combien de temps a duré l'attaque du fort Kambula ? </s>,1
Jacques de Molay,Beaujeu,question: Qui a restitué l'Ordre du Temple ? </s>,1
anglais,l'anglais,question: Quelle est la langue officielle des États-Unis ? </s>,1
Cordyceps,Elaphocordyceps,question: quelle est l'espèce procge de la truffe du cerf </s>,1
oncles,oncles,question: Quelle relation familiale a Pierre-Jakez Hélias avec les personnes chez qui il passe du temps à Paris ? </s>,1
époque communiste,constructiviste,question: Quel mouvement artistique et architectural s'applique au nouvelles construction de Choukhov ? </s>,1
2012,2012,question: En quelle année le film 2012 est-il sorti ? </s>,1
240 millions,240 millions d'années,question: Quel  est l'âge du plus vieux fossile de pollen connu ? </s>,1
fausse mort,en raison de la fausse mort annoncée suivi,question: En quoi la structure d'Antoine et Cléopâtre est elle proche de celle de La Mort et l'écuyer du roi ? </s>,1
Eugene Leclerc,Eugène Leclerc,question: Qui est le père d'Edouard Leclerc </s>,1
douze,douze buts,question: Combien de buts a marqué Giuseppe Meazza lors de sa première saison avec le FC Internazionale Milano ? </s>,1
Miroir des pays,le Miroir des pays (en turc : Mir'at,question: Quel est l'un des premiers récits de voyage de la littérature turque ? </s>,1
se defendre contre les herbivores,défendre contre les herbivores,question: A quoi servent les glucosinolates ? </s>,1
deux,deux,question: Combien d'appareils photos sont ils montés dans le troisième Electra Junior? </s>,1
des uvres exclusivement consacrées a des,partout,question: ou sont présents les artistes africains </s>,1
1943,1943,question: De quand date la première classification moderne des angiospermes? </s>,1
Shaulgi,Naram-Sîn,question: Qui est l'ultime roi de la troisième dynastie d'Ur ? </s>,1
"une edition des Reflexions, sentences et maximes",la régence,question: Que s'est-il passé après la mort de Louis X ? </s>,1
dome en arriere,un « dôme en arrière,question: Quelle caractéristique ont les carapaces des tortues habitant sur les plus grandes îles ? </s>,1
construction de navires et d'aer,La construction d'un second porte-avions de la,"question: Finalement, qu'est-ce qui est étudié par la marine indienne? </s>",1
de subir la perte de qualite d'une,quantifier l'espace de couleur,question: Pourquoi augmenter la gamme de couleur solutionne t-elle le problème du tramage des systèmes X11 par exemple ? </s>,1
1934,24,question: Quelle est la date des élections législatives belges en 1936 </s>,1
Université de Dar es Salaam,Tanzanie,question: Où est Dar es Salaam ? </s>,1
services aux entreprises,Le secteur des services aux entreprises,question: Quel est le secteur d'activité le plus important de Paris ? </s>,1
DMZ,la fin de la Seconde Guerre mondiale,question: quand est ce que la Corée a été divisée ? </s>,1
clone,sélection clonale,question: Quelle est la type de sélection qui s'oppose à la sélection massale ? </s>,1
bruyamment,bruyamment,question: A quel volume beuglent les tortues géantes mâles du Galapagos lors de la reproduction  ? </s>,1
Parti du peuple pakistanais de Zulf,il rejoint le Parti du peuple pakistana,question: quel parti lahore Miraj Khalid rejoint il ? </s>,1
quatrieme marine,quatrième,question: Quelle est la position de la marine indienne en termes d'effectifs à l'échelle mondiale ? </s>,1
"exploitation de l'homme par l'homme, du","exploitation de l'homme par l'homme, du",question: Que condamne les surréalistes? </s>,1
grands sieges sociaux et des emplois a haut,la plupart des grands sièges sociaux et des emploi,"question: Que trouve-t-on  principalement au pôle ""Paris-La Défense"" ? </s>",1
2011,en 2003,question: Quand a eu lieu le retour des Etats-Unis ? </s>,1
"0 %, 2 %, 28 %,","0 %, 2 %, 10 %, 28",question: Quelles sont les correspondances des six intensités de couleurs dans le standard LCD ? </s>,1
1956,1955,question: Quand a été filmmé Et Dieu... créa la femme ? </s>,1
au Conseil d'État,au Conseil d'État,question: une loi administrative est transmise à qui pour un controle? </s>,1
Nouvelle-Galles,Nouvelle-Galles du Sud,question: De quelle territoire Willam Bligh est-il le gouverneur? </s>,1
Vasteras,Västers,question: Où est installé le premier réseau de froid suédois? </s>,1
les superieures s'appellent les gres,aiguise ses défenses,question: a quoi servent les grès du sanglier ? </s>,1
bureau d'etudes,le bureau d'études,question: Qui a lancé un programme pour améliorer les UAZ ? </s>,1
attaquante de fond de court,une attaquante de fond de court,question: qui est Maria Kirilenko? </s>,1
"des clips publicitaires, des chansons et des jeux","dans des clips publicitaires, des chansons et des",question: Dans quels supports le poème Invictus a t-il été utilisé? </s>,1
33,troisième,question: Combien de saisons débute Edwige Lawson en 2010 ? </s>,1
les huit coins du monde sous un seul toit,les huit coins du monde sous un seul toit,question: Que veut dire hakko ichi'u </s>,1
Museveni,Museveni,question: Qui abandonne ses principes marxistes en 1987 ? </s>,1
a Saint-Jean,à Saint-Jean,question: Où errent les réfugiés noir ? </s>,1
les plus fines de la langue francaise,les plus fines de la langue française,question: Qu'a dit Sainte-Beuve sur les Pensées ? </s>,1
"malgre des variations genetiques, des changements environnementaux","de voies redondantes parallèles et de """,question: De quoi résulte la stabilité phénotypique que confère les schémas de mise en mémoire tampon ? </s>,1
bouturage,le bouturage,question: Citez un exemple de multiplication cellulaire assexuée. </s>,1
Marconi,Marconi,question: Par qui a été construit le radar actif placé dans le nez du missile ? </s>,1
Quelques semaines apres le debut de la compétition suivante,en 1989,question: Quand a eu lieu la chute du mur de Berlin ? </s>,1
chauves-souris,reptiles y sont eux aussi relativement nombreux,question: Y a-t-il des reptiles dans la côte des blancs ? </s>,1
britannique,britannique,question: Quelle est la nationalité de  Zytek? </s>,1
macabre spectacle de corps,un macabre spectacle de corps entassés,question: Que découvre Jim en entrant dans l'église ? </s>,1
ingénieur et architecte,architecte,question: Quel est le métier de Vladimir Choukhov ? </s>,1
fondateur des Han,Aizhang,question: Qui dépose un document au nom de 11 dignitaires ? </s>,1
structuration,Cette structuration,question: Qu'est ce qui donné à un humain la capacité d'ancrer la culture dans ses connaissances? </s>,1
30,près de 30 images,question: Combien d'images sont requises pour une seconde d'animation en 3D précalculée ? </s>,1
le Credit industriel et commercial (CIC) acquise,Crédit industriel et commercial (CIC,question: Quel est la filiale emblématique du Crédit mutuel ? </s>,1
la demarche du surrealisme et celle de,la démarche du surréalisme et celle de l,"question: Dans Arcane 17, André Breton compare quelles démarches entre elles ? </s>",1
sous forme de legume ou de poudre de paprika,sous forme de légume ou de poudre de pap,question: Comment le poivron est il utilisé dans la cuisine hongroise ? </s>,1
1864,1864,question: Quand a été créé le premier club de rugby à XV en Australie ? </s>,1
l'observation mensuelle individuelle de la nouvelle lune,une panoplie de calendriers,question: Quelle est la conséquence du fait que chaque communauté procède à ses propres observations du cycle de la lune ? </s>,1
Credit mutuel,Crédit mutuel,question: Le dirigeant de quel banque a été le mieux payé de France en 2008? </s>,1
minimaliste,minimaliste,question: Quel est le style pictural d'Olivier Mosset ? </s>,1
1841,1874,question: Quelle est la date de l'invention de la diacétylmorphine ? </s>,1
Illinois,"Carrollton, Illinois",question: Dans quelle ville Edward Dickinson Baker va-t-il vivre après avoir quitté Belleville ? </s>,1
intermédiaire,juge,question: auprès de qui peut on poser la constitutionnalité  d'une loi ? </s>,1
immigrants récente de personnes provenant des quatre coins du monde,l'immigration récente de personnes provenant des quatre,question: PAr qui la culture canadienne est t'elle influencée? </s>,1
"Beja, Gafsa, Medenine, Mona","Béja, Gafsa, Médenine, Mon",question: Quels sont les régions membres de l'association internationale des régions francophones? </s>,1
quatre,quatre,question: Combien de strathspeys composent les Harpes du Nouvel Âge ? </s>,1
toutes les principales villes pakistanaises,toutes les principales villes pakistanaises,question: Quelles destinations dessert le réseau de transports pakistanais ? </s>,1
l’epoque neolithique,500 av. J.-C,question: Les objets en cuivre datent de quelle époque ? </s>,1
1878,1878,question: Quand a eu lieu le traité de Berlin ? </s>,1
"secosteroide plutot parent de la testosterone, du",Cholécalciférol,question: qu'est-ce que la vitamine D3 ? </s>,1
,scutela,question: Quel est l'étymon latin du  mot anglais scuttle ? </s>,1
sa bibliotheque et de sa,amateur de livres qui est souvent fier de sa bibliothèque e,"question: Que veut dire ""bibliophile"" ? </s>",1
pathologie humaine et veterinaire,biologie,question: Citez un champ scientifique dans lequel le clônage est étudié. </s>,1
1948,1948,question: Il participe au congrès de la HAYE  en quelle année ? </s>,1
Annales,l’École des Annales,question: Quelle était la chapelle des historiens Lucien Febvre et Fernand Braudel ? </s>,1
"librairies independantes, des chaines de","des librairies indépendantes, des chaînes de",question: Quels types de points de vente sont pris en compte dans le classement Nielson Bookscan ? </s>,1
en Turquie,en Turquie,question: Où est le Mont Ararat ? </s>,1
trois,trois,question: Combien de physiciens originaires de Hongrie ont participé au projet Manhattan ? </s>,1
Union,l'armée de l'Union,question: Dans quelle armée Edward Dickinson Baker a-t-il servi lors de la guerre de Sécession ? </s>,1
de plus de 10 ans,10 ans,question: Depuis quand le Liban était-il en phase de reconstruction? </s>,1
les membres superieurs du clerge,grande influence temporelle,question: Les ecclésiastiques ont-ils un rôle dans la société civile à Gwynedd ? </s>,1
six,six,question: Combien de candidats ont participé au premier débat de la primaire citoyenne de 2011? </s>,1
Charles X,le consul de France,question: Contre qui le dey d'Alger est il faché ? </s>,1
développement international,le domaine éducatif,question: Dans quel domaine le Bureau international d'éducation agit-il ? </s>,1
etaient déjà devenus un groupe pronant des idées,les Irlandais unis étaient déjà devenus un groupe pr,"question: Lors de la création de l'Ordre, comment la Société des Irlandais unis avait-elle évolué ? </s>",1
les inferieures,défenses poussent tout au long de la vie du sanglier,question: Les défenses du sanglier s'usent-elles ? </s>,1
Villanova,étrusque,question: Quelle est la civilisation a l’origine du rite de fondation de cité ? </s>,1
long terme,La douleur peut parfois disparaître rapidement,question: combien de temps faut-il pour guérir la douleur </s>,1
Philadelphie,à Philadelphie,question: Ou se trouve la Congrès Américain? </s>,1
en 855,mort de Lothaire,question: Quand le principe de fraternité entre les différents royaumes de France se termina t'il? </s>,1
1833,1833,question: Quand Richard Heber est-il mort? </s>,1
1895,1895,question: En quelle année l'ancêtre de la Rugby Football League a été créée ? </s>,1
Italcementi,français,question: Quel est le titre du rapport qui a proposé les modalités d'action ? </s>,1
2000,En 2000,question: En quelle année l'Office fédéral du développement territorial a-t-il fait son recensement ? </s>,1
Genevieve,Geneviève,question: Comment s'appelait la soeur de Roger Vailland ? </s>,1
sacrifice et de combat,les notions de sacrifice et de combat,question: Que trouve-t-on souvent a l’origine de la création de mondes mythiques? </s>,1
des universites a part entiere,des universités à part entière,question: Que sont devenus un grand nombre d'établissements d'enseignement supérieur suite à la réforme des universités ? </s>,1
depuis les annees 1990,1990,question: Depuis quand les régions ont-elles vu leur poids politique s'accroitre ? </s>,1
Chine et en Australie,en Chine et en Australie,question: dans quels pays reconnait-on officiellement que la douleur chronique est une maladie </s>,1
coalition,associer leurs forces économiques et militaires,question: quel est l'objet de la confédération ionienne ? </s>,1
